marketplace	marketplace_transaction_id	order_id	marketplace_sku	transaction_amount	transaction_type	transaction_date	transaction_group	remark	shipment_id	quantity	igst	cgst	sgst	tcs_igst	tcs_cgst	tcs_sgst	tds
JIOMART	9225121189	 	 	1050.98	Disbursement	2023-01-18T08:04:56.000+05:30	settlement	 	 	 	 	 	 	 	 	 	 
JIOMART	9225121189	 16726516960168342A	C20	275.89	Order	2023-01-02T15:42:27.000+05:30	sale	 	16726517081991619685J	1	33.11	0	0	-2.76	0	0	-2.76
JIOMART	9225121189	 16728530430347299A	Fc_03	160.17	Order	2023-01-05T10:36:43.000+05:30	sale	 	16728530526801010598J	1	28.83	0	0	-1.6	0	0	-1.6
JIOMART	9225121189	 16729807550075558M	Fc_03	160.16	Order	2023-01-06T12:26:19.000+05:30	sale	 	16729840172001357702J	1	0	14.42	14.42	0	-0.8	-0.8	-1.6
JIOMART	9225121189	 16727344170156277A	A01	129.46	Order	2023-01-03T14:29:18.000+05:30	sale	 	16727344293081191644J	1	15.54	0	0	-1.29	0	0	-1.29
JIOMART	9225121189	 16729751350047463A	NS9	311.61	Order	2023-01-06T10:30:50.000+05:30	sale	 	16729751435941965125J	1	37.39	0	0	-3.12	0	0	-3.12
JIOMART	9225121189	 16726391130096875M	S72	585.59	Order	2023-01-02T12:20:54.000+05:30	sale	 	16726391325811868168J	1	105.41	0	0	-5.86	0	0	-5.86
JIOMART	9225121189	 16729807550075558M	Fc_03	-3.78	Seller_Commision	2023-01-15T18:28:50.000+05:30	commision	RR27RKWANUC0291 	16729840172001357702J	1	-0.68	0	0	0	0	0	0
JIOMART	9225121189	 16729807550075558M	Fc_03	-15	Fixed_fee	2023-01-15T18:28:50.000+05:30	commision	 RR27RKWANUC0291	16729840172001357702J	1	-2.7	0	0	0	0	0	0
JIOMART	9225121189	 16729807550075558M	Fc_03	0	Collection_fee_charge	2023-01-15T18:28:50.000+05:30	commision	RR27RKWANUC0291 	16729840172001357702J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16729807550075558M	Fc_03	-61	Forward_logistics_fee_charge	2023-01-15T18:28:50.000+05:30	commision	 RR27RKWANUC0291	16729840172001357702J	1 	-10.98	0	0	0	0	0	0
JIOMART	9225121189	 16729807550075558M	Fc_03	0	Shipping_delay_penalty_fee_charge	2023-01-15T18:28:50.000+05:30	commision	 RR27RKWANUC0291	16729840172001357702J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16729807550075558M	Fc_03	0	 reverse_logistics_fee_charge	2023-01-15T18:28:50.000+05:30	commision	RR27RKWANUC0291 	16729840172001357702J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16726391130096875M	S72	-65.64	Seller_Commision	2023-01-15T15:01:12.000+05:30	commision	RR27RKWANUC0291 	16726391325811868168J	1	-11.82	0	0	0	0	0	0
JIOMART	9225121189	 16726391130096875M	S72	-20	Fixed_fee	2023-01-15T15:01:12.000+05:30	commision	RR27RKWANUC0291 	16726391325811868168J	1	-3.6	0	0	0	0	0	0
JIOMART	9225121189	 16726391130096875M	S72	0	Collection_fee_charge	2023-01-15T15:01:12.000+05:30	commision	 RR27RKWANUC0291	16726391325811868168J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16726391130096875M	S72	-112	Forward_logistics_fee_charge	2023-01-15T15:01:12.000+05:30	commision	RR27RKWANUC0291 	16726391325811868168J	1 	-20.16	0	0	0	0	0	0
JIOMART	9225121189	 16726391130096875M	S72	0	Shipping_delay_penalty_fee_charge	2023-01-15T15:01:12.000+05:30	commision	RR27RKWANUC0291 	16726391325811868168J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16726391130096875M	S72	0	 reverse_logistics_fee_charge	2023-01-15T15:01:12.000+05:30	commision	 RR27RKWANUC0291	16726391325811868168J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16726516960168342A	C20	-6.18	Seller_Commision	2023-01-15T10:20:13.000+05:30	commision	RR27RKWANUC0291 	16726517081991619685J	1	-1.12	0	0	0	0	0	0
JIOMART	9225121189	 16726516960168342A	C20	-15	Fixed_fee	2023-01-15T10:20:13.000+05:30	commision	RR27RKWANUC0291 	16726517081991619685J	1	-2.7	0	0	0	0	0	0
JIOMART	9225121189	 16726516960168342A	C20	0	Collection_fee_charge	2023-01-15T10:20:13.000+05:30	commision	 RR27RKWANUC0291	16726517081991619685J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16726516960168342A	C20	-112	Forward_logistics_fee_charge	2023-01-15T10:20:13.000+05:30	commision	RR27RKWANUC0291 	16726517081991619685J	1 	-20.16	0	0	0	0	0	0
JIOMART	9225121189	 16726516960168342A	C20	0	Shipping_delay_penalty_fee_charge	2023-01-15T10:20:13.000+05:30	commision	RR27RKWANUC0291 	16726517081991619685J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16726516960168342A	C20	0	 reverse_logistics_fee_charge	2023-01-15T10:20:13.000+05:30	commision	 RR27RKWANUC0291	16726517081991619685J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16727344170156277A	A01	-2.9	Seller_Commision	2023-01-15T16:52:56.000+05:30	commision	RR27RKWANUC0291 	16727344293081191644J	1	-0.52	0	0	0	0	0	0
JIOMART	9225121189	 16727344170156277A	A01	-15	Fixed_fee	2023-01-15T16:52:56.000+05:30	commision	RR27RKWANUC0291 	16727344293081191644J	1	-2.7	0	0	0	0	0	0
JIOMART	9225121189	 16727344170156277A	A01	0	Collection_fee_charge	2023-01-15T16:52:56.000+05:30	commision	 RR27RKWANUC0291	16727344293081191644J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16727344170156277A	A01	-46	Forward_logistics_fee_charge	2023-01-15T16:52:56.000+05:30	commision	RR27RKWANUC0291 	16727344293081191644J	1 	-8.28	0	0	0	0	0	0
JIOMART	9225121189	 16727344170156277A	A01	0	Shipping_delay_penalty_fee_charge	2023-01-15T16:52:56.000+05:30	commision	RR27RKWANUC0291 	16727344293081191644J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16727344170156277A	A01	0	 reverse_logistics_fee_charge	2023-01-15T16:52:56.000+05:30	commision	 RR27RKWANUC0291	16727344293081191644J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16728530430347299A	Fc_03	-3.78	Seller_Commision	2023-01-15T12:00:11.000+05:30	commision	RR27RKWANUC0291 	16728530526801010598J	1	-0.68	0	0	0	0	0	0
JIOMART	9225121189	 16728530430347299A	Fc_03	-15	Fixed_fee	2023-01-15T12:00:11.000+05:30	commision	RR27RKWANUC0291 	16728530526801010598J	1	-2.7	0	0	0	0	0	0
JIOMART	9225121189	 16728530430347299A	Fc_03	0	Collection_fee_charge	2023-01-15T12:00:11.000+05:30	commision	 RR27RKWANUC0291	16728530526801010598J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16728530430347299A	Fc_03	-88	Forward_logistics_fee_charge	2023-01-15T12:00:11.000+05:30	commision	RR27RKWANUC0291 	16728530526801010598J	1 	-15.84	0	0	0	0	0	0
JIOMART	9225121189	 16728530430347299A	Fc_03	0	Shipping_delay_penalty_fee_charge	2023-01-15T12:00:11.000+05:30	commision	RR27RKWANUC0291 	16728530526801010598J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16728530430347299A	Fc_03	0	 reverse_logistics_fee_charge	2023-01-15T12:00:11.000+05:30	commision	 RR27RKWANUC0291	16728530526801010598J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16729751350047463A	NS9	-6.98	Seller_Commision	2023-01-15T13:06:04.000+05:30	commision	RR27RKWANUC0291 	16729751435941965125J	1	-1.26	0	0	0	0	0	0
JIOMART	9225121189	 16729751350047463A	NS9	-15	Fixed_fee	2023-01-15T13:06:04.000+05:30	commision	RR27RKWANUC0291 	16729751435941965125J	1	-2.7	0	0	0	0	0	0
JIOMART	9225121189	 16729751350047463A	NS9	0	Collection_fee_charge	2023-01-15T13:06:04.000+05:30	commision	 RR27RKWANUC0291	16729751435941965125J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16729751350047463A	NS9	-65	Forward_logistics_fee_charge	2023-01-15T13:06:04.000+05:30	commision	RR27RKWANUC0291 	16729751435941965125J	1 	-11.7	0	0	0	0	0	0
JIOMART	9225121189	 16729751350047463A	NS9	0	Shipping_delay_penalty_fee_charge	2023-01-15T13:06:04.000+05:30	commision	RR27RKWANUC0291 	16729751435941965125J	1	0	0	0	0	0	0	0
JIOMART	9225121189	 16729751350047463A	NS9	0	 reverse_logistics_fee_charge	2023-01-15T13:06:04.000+05:30	commision	 RR27RKWANUC0291	16729751435941965125J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 	 	1819.94	Disbursement	2023-01-11T08:33:46.000+05:30	settlement	 	 	 	 	 	 	 	 	 	 
JIOMART	9998822739	 16720732680361905A	C20	275.89	Order	2022-12-27T10:33:18.000+05:30	sale	 	16720733068201598668J	1	33.11	0	0	-2.76	0	0	-2.76
JIOMART	9998822739	 16720395290137309A	NS5	402.68	Order	2022-12-26T13:56:51.000+05:30	sale	 	16720395441171042680J	1	48.32	0	0	-4.03	0	0	-4.03
JIOMART	9998822739	 16721856440026450A	NS4	347.32	Order	2022-12-28T10:37:24.000+05:30	sale	 	16721856935111473688J	1	41.68	0	0	-3.47	0	0	-3.47
JIOMART	9998822739	 16720473680182939M	NSIND_06	447.32	Order	2022-12-26T16:05:46.000+05:30	sale	 	16720473879011448362J	1	53.68	0	0	-4.47	0	0	-4.47
JIOMART	9998822739	 16723331750358489M	IDLI_01	624.12	Order	2022-12-30T10:28:34.000+05:30	sale	 	16723331855241993132J	1	0	37.44	37.44	0	-3.12	-3.12	-6.24
JIOMART	9998822739	 16720758940381431A	NS9	311.61	Order	2022-12-27T10:33:28.000+05:30	sale	 	16720759292231001595J	1	37.39	0	0	-3.12	0	0	-3.12
JIOMART	9998822739	 16720397570138843A	Fc_03	160.17	Order	2022-12-26T13:56:49.000+05:30	sale	 	16720397649251924710J	1	28.83	0	0	-1.6	0	0	-1.6
JIOMART	9998822739	 16720395290137309A	NS5	-9.02	Seller_Commision	2023-01-08T19:06:22.000+05:30	commision	RR27RKWANUC0284 	16720395441171042680J	1	-1.62	0	0	0	0	0	0
JIOMART	9998822739	 16720395290137309A	NS5	-15	Fixed_fee	2023-01-08T19:06:22.000+05:30	commision	RR27RKWANUC0284 	16720395441171042680J	1	-2.7	0	0	0	0	0	0
JIOMART	9998822739	 16720395290137309A	NS5	0	Collection_fee_charge	2023-01-08T19:06:22.000+05:30	commision	 RR27RKWANUC0284	16720395441171042680J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720395290137309A	NS5	-112	Forward_logistics_fee_charge	2023-01-08T19:06:22.000+05:30	commision	RR27RKWANUC0284 	16720395441171042680J	1 	-20.16	0	0	0	0	0	0
JIOMART	9998822739	 16720395290137309A	NS5	0	Shipping_delay_penalty_fee_charge	2023-01-08T19:06:22.000+05:30	commision	RR27RKWANUC0284 	16720395441171042680J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720395290137309A	NS5	0	 reverse_logistics_fee_charge	2023-01-08T19:06:22.000+05:30	commision	 RR27RKWANUC0284	16720395441171042680J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720397570138843A	Fc_03	-3.78	Seller_Commision	2023-01-08T12:20:06.000+05:30	commision	RR27RKWANUC0284 	16720397649251924710J	1	-0.68	0	0	0	0	0	0
JIOMART	9998822739	 16720397570138843A	Fc_03	-15	Fixed_fee	2023-01-08T12:20:06.000+05:30	commision	RR27RKWANUC0284 	16720397649251924710J	1	-2.7	0	0	0	0	0	0
JIOMART	9998822739	 16720397570138843A	Fc_03	0	Collection_fee_charge	2023-01-08T12:20:06.000+05:30	commision	 RR27RKWANUC0284	16720397649251924710J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720397570138843A	Fc_03	-88	Forward_logistics_fee_charge	2023-01-08T12:20:06.000+05:30	commision	RR27RKWANUC0284 	16720397649251924710J	1 	-15.84	0	0	0	0	0	0
JIOMART	9998822739	 16720397570138843A	Fc_03	0	Shipping_delay_penalty_fee_charge	2023-01-08T12:20:06.000+05:30	commision	RR27RKWANUC0284 	16720397649251924710J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720397570138843A	Fc_03	0	 reverse_logistics_fee_charge	2023-01-08T12:20:06.000+05:30	commision	 RR27RKWANUC0284	16720397649251924710J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720473680182939M	NSIND_06	-25.05	Seller_Commision	2023-01-08T13:22:35.000+05:30	commision	RR27RKWANUC0284 	16720473879011448362J	1	-4.5	0	0	0	0	0	0
JIOMART	9998822739	 16720473680182939M	NSIND_06	-20	Fixed_fee	2023-01-08T13:22:35.000+05:30	commision	RR27RKWANUC0284 	16720473879011448362J	1	-3.6	0	0	0	0	0	0
JIOMART	9998822739	 16720473680182939M	NSIND_06	0	Collection_fee_charge	2023-01-08T13:22:35.000+05:30	commision	 RR27RKWANUC0284	16720473879011448362J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720473680182939M	NSIND_06	-88	Forward_logistics_fee_charge	2023-01-08T13:22:35.000+05:30	commision	RR27RKWANUC0284 	16720473879011448362J	1 	-15.84	0	0	0	0	0	0
JIOMART	9998822739	 16720473680182939M	NSIND_06	0	Shipping_delay_penalty_fee_charge	2023-01-08T13:22:35.000+05:30	commision	RR27RKWANUC0284 	16720473879011448362J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720473680182939M	NSIND_06	0	 reverse_logistics_fee_charge	2023-01-08T13:22:35.000+05:30	commision	 RR27RKWANUC0284	16720473879011448362J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720732680361905A	C20	-6.18	Seller_Commision	2023-01-08T11:23:38.000+05:30	commision	RR27RKWANUC0284 	16720733068201598668J	1	-1.12	0	0	0	0	0	0
JIOMART	9998822739	 16720732680361905A	C20	-15	Fixed_fee	2023-01-08T11:23:38.000+05:30	commision	RR27RKWANUC0284 	16720733068201598668J	1	-2.7	0	0	0	0	0	0
JIOMART	9998822739	 16720732680361905A	C20	0	Collection_fee_charge	2023-01-08T11:23:38.000+05:30	commision	 RR27RKWANUC0284	16720733068201598668J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720732680361905A	C20	-112	Forward_logistics_fee_charge	2023-01-08T11:23:38.000+05:30	commision	RR27RKWANUC0284 	16720733068201598668J	1 	-20.16	0	0	0	0	0	0
JIOMART	9998822739	 16720732680361905A	C20	0	Shipping_delay_penalty_fee_charge	2023-01-08T11:23:38.000+05:30	commision	RR27RKWANUC0284 	16720733068201598668J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720732680361905A	C20	0	 reverse_logistics_fee_charge	2023-01-08T11:23:38.000+05:30	commision	 RR27RKWANUC0284	16720733068201598668J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720758940381431A	NS9	-6.98	Seller_Commision	2023-01-08T12:53:29.000+05:30	commision	RR27RKWANUC0284 	16720759292231001595J	1	-1.26	0	0	0	0	0	0
JIOMART	9998822739	 16720758940381431A	NS9	-15	Fixed_fee	2023-01-08T12:53:29.000+05:30	commision	RR27RKWANUC0284 	16720759292231001595J	1	-2.7	0	0	0	0	0	0
JIOMART	9998822739	 16720758940381431A	NS9	0	Collection_fee_charge	2023-01-08T12:53:29.000+05:30	commision	 RR27RKWANUC0284	16720759292231001595J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720758940381431A	NS9	-65	Forward_logistics_fee_charge	2023-01-08T12:53:29.000+05:30	commision	RR27RKWANUC0284 	16720759292231001595J	1 	-11.7	0	0	0	0	0	0
JIOMART	9998822739	 16720758940381431A	NS9	0	Shipping_delay_penalty_fee_charge	2023-01-08T12:53:29.000+05:30	commision	RR27RKWANUC0284 	16720759292231001595J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16720758940381431A	NS9	0	 reverse_logistics_fee_charge	2023-01-08T12:53:29.000+05:30	commision	 RR27RKWANUC0284	16720759292231001595J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16721856440026450A	NS4	-7.78	Seller_Commision	2023-01-08T18:49:11.000+05:30	commision	RR27RKWANUC0284 	16721856935111473688J	1	-1.4	0	0	0	0	0	0
JIOMART	9998822739	 16721856440026450A	NS4	-15	Fixed_fee	2023-01-08T18:49:11.000+05:30	commision	RR27RKWANUC0284 	16721856935111473688J	1	-2.7	0	0	0	0	0	0
JIOMART	9998822739	 16721856440026450A	NS4	0	Collection_fee_charge	2023-01-08T18:49:11.000+05:30	commision	 RR27RKWANUC0284	16721856935111473688J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16721856440026450A	NS4	-88	Forward_logistics_fee_charge	2023-01-08T18:49:11.000+05:30	commision	RR27RKWANUC0284 	16721856935111473688J	1 	-15.84	0	0	0	0	0	0
JIOMART	9998822739	 16721856440026450A	NS4	0	Shipping_delay_penalty_fee_charge	2023-01-08T18:49:11.000+05:30	commision	RR27RKWANUC0284 	16721856935111473688J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16721856440026450A	NS4	0	 reverse_logistics_fee_charge	2023-01-08T18:49:11.000+05:30	commision	 RR27RKWANUC0284	16721856935111473688J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16723331750358489M	IDLI_01	-34.95	Seller_Commision	2023-01-08T16:11:10.000+05:30	commision	RR27RKWANUC0284 	16723331855241993132J	1	-6.3	0	0	0	0	0	0
JIOMART	9998822739	 16723331750358489M	IDLI_01	-20	Fixed_fee	2023-01-08T16:11:10.000+05:30	commision	RR27RKWANUC0284 	16723331855241993132J	1	-3.6	0	0	0	0	0	0
JIOMART	9998822739	 16723331750358489M	IDLI_01	0	Collection_fee_charge	2023-01-08T16:11:10.000+05:30	commision	 RR27RKWANUC0284	16723331855241993132J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16723331750358489M	IDLI_01	-99	Forward_logistics_fee_charge	2023-01-08T16:11:10.000+05:30	commision	RR27RKWANUC0284 	16723331855241993132J	1 	-17.82	0	0	0	0	0	0
JIOMART	9998822739	 16723331750358489M	IDLI_01	0	Shipping_delay_penalty_fee_charge	2023-01-08T16:11:10.000+05:30	commision	RR27RKWANUC0284 	16723331855241993132J	1	0	0	0	0	0	0	0
JIOMART	9998822739	 16723331750358489M	IDLI_01	0	 reverse_logistics_fee_charge	2023-01-08T16:11:10.000+05:30	commision	 RR27RKWANUC0284	16723331855241993132J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 	 	761.85	Disbursement	2023-01-24T23:59:00.000+05:30	settlement	 	 	 	 	 	 	 	 	 	 
JIOMART	9187537734	 16734574470340527A	NS14	400.89	Order	2023-01-12T10:31:25.000+05:30	sale	 	16734574606941588044J	1	48.11	0	0	-4.01	0	0	-4.01
JIOMART	9187537734	 16733808510015839A	S72	585.59	Order	2023-01-11T10:13:11.000+05:30	sale	 	16733808890571752206J	1	105.41	0	0	-5.86	0	0	-5.86
JIOMART	9187537734	 16733700810304439A	Fc_03	160.17	Order	2023-01-11T10:13:18.000+05:30	sale	 	16733701284491624598J	1	28.83	0	0	-1.6	0	0	-1.6
JIOMART	9187537734	 16733453190160115A	CC_02	143.22	Order	2023-01-10T16:10:36.000+05:30	sale	 	16733453550521279781J	1	25.78	0	0	-1.43	0	0	-1.43
JIOMART	9187537734	 16735834450066839A	CMP_05	253.4	Order	2023-01-13T10:30:19.000+05:30	sale	 	16735835100361297030J	1	0	22.8	22.8	0	-1.265	-1.265	-2.53
JIOMART	9187537734	 16733592060230627A	A01	129.46	Order	2023-01-11T10:13:19.000+05:30	sale	 	16733592292591841514J	1	15.54	0	0	-1.29	0	0	-1.29
JIOMART	9187537734	 16734574470340527A	NS14	-400.89	Return	2023-01-21T18:10:05.000+05:30	refund	 	16734574606941588044J	1	-48.11	0	0	4.01	0	0	0
JIOMART	9187537734	 16733700810304439A	Fc_03	-3.78	Seller_Commision	2023-01-21T10:43:26.000+05:30	commision	RR27RKWANUC0297 	16733701284491624598J	1	-0.68	0	0	0	0	0	0
JIOMART	9187537734	 16733700810304439A	Fc_03	-15	Fixed_fee	2023-01-21T10:43:26.000+05:30	commision	 RR27RKWANUC0297	16733701284491624598J	1	-2.7	0	0	0	0	0	0
JIOMART	9187537734	 16733700810304439A	Fc_03	0	Collection_fee_charge	2023-01-21T10:43:26.000+05:30	commision	RR27RKWANUC0297 	16733701284491624598J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733700810304439A	Fc_03	-88	Forward_logistics_fee_charge	2023-01-21T10:43:26.000+05:30	commision	 RR27RKWANUC0297	16733701284491624598J	1 	-15.84	0	0	0	0	0	0
JIOMART	9187537734	 16733700810304439A	Fc_03	0	Shipping_delay_penalty_fee_charge	2023-01-21T10:43:26.000+05:30	commision	 RR27RKWANUC0297	16733701284491624598J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733700810304439A	Fc_03	0	 reverse_logistics_fee_charge	2023-01-21T10:43:26.000+05:30	commision	RR27RKWANUC0297 	16733701284491624598J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733808510015839A	S72	-65.64	Seller_Commision	2023-01-21T10:40:04.000+05:30	commision	RR27RKWANUC0297 	16733808890571752206J	1	-11.82	0	0	0	0	0	0
JIOMART	9187537734	 16733808510015839A	S72	-20	Fixed_fee	2023-01-21T10:40:04.000+05:30	commision	 RR27RKWANUC0297	16733808890571752206J	1	-3.6	0	0	0	0	0	0
JIOMART	9187537734	 16733808510015839A	S72	0	Collection_fee_charge	2023-01-21T10:40:04.000+05:30	commision	RR27RKWANUC0297 	16733808890571752206J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733808510015839A	S72	-112	Forward_logistics_fee_charge	2023-01-21T10:40:04.000+05:30	commision	 RR27RKWANUC0297	16733808890571752206J	1 	-20.16	0	0	0	0	0	0
JIOMART	9187537734	 16733808510015839A	S72	0	Shipping_delay_penalty_fee_charge	2023-01-21T10:40:04.000+05:30	commision	 RR27RKWANUC0297	16733808890571752206J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733808510015839A	S72	0	 reverse_logistics_fee_charge	2023-01-21T10:40:04.000+05:30	commision	RR27RKWANUC0297 	16733808890571752206J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733453190160115A	CC_02	-3.38	Seller_Commision	2023-01-21T10:21:41.000+05:30	commision	RR27RKWANUC0297 	16733453550521279781J	1	-0.6	0	0	0	0	0	0
JIOMART	9187537734	 16733453190160115A	CC_02	-15	Fixed_fee	2023-01-21T10:21:41.000+05:30	commision	RR27RKWANUC0297 	16733453550521279781J	1	-2.7	0	0	0	0	0	0
JIOMART	9187537734	 16733453190160115A	CC_02	0	Collection_fee_charge	2023-01-21T10:21:41.000+05:30	commision	 RR27RKWANUC0297	16733453550521279781J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733453190160115A	CC_02	-88	Forward_logistics_fee_charge	2023-01-21T10:21:41.000+05:30	commision	RR27RKWANUC0297 	16733453550521279781J	1 	-15.84	0	0	0	0	0	0
JIOMART	9187537734	 16733453190160115A	CC_02	0	Shipping_delay_penalty_fee_charge	2023-01-21T10:21:41.000+05:30	commision	RR27RKWANUC0297 	16733453550521279781J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733453190160115A	CC_02	0	 reverse_logistics_fee_charge	2023-01-21T10:21:41.000+05:30	commision	 RR27RKWANUC0297	16733453550521279781J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733592060230627A	A01	-2.9	Seller_Commision	2023-01-21T12:27:35.000+05:30	commision	RR27RKWANUC0297 	16733592292591841514J	1	-0.52	0	0	0	0	0	0
JIOMART	9187537734	 16733592060230627A	A01	-15	Fixed_fee	2023-01-21T12:27:35.000+05:30	commision	RR27RKWANUC0297 	16733592292591841514J	1	-2.7	0	0	0	0	0	0
JIOMART	9187537734	 16733592060230627A	A01	0	Collection_fee_charge	2023-01-21T12:27:35.000+05:30	commision	 RR27RKWANUC0297	16733592292591841514J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733592060230627A	A01	-46	Forward_logistics_fee_charge	2023-01-21T12:27:35.000+05:30	commision	RR27RKWANUC0297 	16733592292591841514J	1 	-8.28	0	0	0	0	0	0
JIOMART	9187537734	 16733592060230627A	A01	0	Shipping_delay_penalty_fee_charge	2023-01-21T12:27:35.000+05:30	commision	RR27RKWANUC0297 	16733592292591841514J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16733592060230627A	A01	0	 reverse_logistics_fee_charge	2023-01-21T12:27:35.000+05:30	commision	 RR27RKWANUC0297	16733592292591841514J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	-8.98	Seller_Commision	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1	-1.62	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	-15	Fixed_fee	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1	-2.7	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	0	Collection_fee_charge	2023-01-16T10:23:50.000+05:30	commision	 RR27RKWANUC0297	16734574606941588044J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	-88	Forward_logistics_fee_charge	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1 	-15.84	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	0	Shipping_delay_penalty_fee_charge	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	0	 reverse_logistics_fee_charge	2023-01-16T10:23:50.000+05:30	commision	 RR27RKWANUC0297	16734574606941588044J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	8.98	Seller_Commision	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1	1.62	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	15	Fixed_fee	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1	2.7	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	0	Collection_fee_charge	2023-01-16T10:23:50.000+05:30	commision	 RR27RKWANUC0297	16734574606941588044J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	88	Forward_logistics_fee_charge	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1 	15.84	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	0	Shipping_delay_penalty_fee_charge	2023-01-16T10:23:50.000+05:30	commision	RR27RKWANUC0297 	16734574606941588044J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16734574470340527A	NS14	0	 reverse_logistics_fee_charge	2023-01-16T10:23:50.000+05:30	commision	 RR27RKWANUC0297	16734574606941588044J	1	0	0	0	0	0	0	0
JIOMART	9187537734	 16735834450066839A	CMP_05	-5.98	Seller_Commision	2023-01-21T18:30:13.000+05:30	commision	RR27RKWANUC0297 	16735835100361297030J	1	-1.08	0	0	0	0	0	0
JIOMART	9187537734	 16735834450066839A	CMP_05	-15	Fixed_fee	2023-01-21T18:30:13.000+05:30	commision	RR27RKWANUC0297 	16735835100361297030J	1	-2.7	0	0	0	0	0	0
JIOMART	9187537734	 16735834450066839A	CMP_05	0	Collection_fee_charge	2023-01-21T18:30:13.000+05:30	commision	 RR27RKWANUC0297	16735835100361297030J	1	0	0	0	0	0	0	0
